Date,Revenue,Type
2022-09-01,26885.35,Actual
2021-07-25,25166.07,Actual
2021-10-15,36318.04,Actual
2023-07-03,11446.16,Actual
2020-09-22,32947.24,Actual
2022-01-02,36780.55,Actual
2021-10-07,39769.96,Actual
2022-08-23,12391.62,Actual
2021-11-23,21079.96,Actual
2020-03-30,47624.02,Actual
2020-08-25,40155.81,Actual
2021-10-16,46915.42,Actual
2023-08-13,24469.39,Actual
2019-09-02,37028.46,Actual
2020-11-04,44953.11,Actual
2022-01-11,3917.58,Actual
2021-07-24,21561.63,Actual
2020-06-06,3481.22,Actual
2021-03-01,48033.77,Actual
2023-09-24,11945.73,Actual
2022-02-02,32683.49,Actual
2019-02-01,28155.8,Actual
2023-02-16,14885.45,Actual
2021-06-12,9525.93,Actual
2021-03-02,23075.94,Actual
2021-10-10,17093.29,Actual
2021-03-03,5297.31,Actual
2021-11-11,38255.47,Actual
2022-12-18,10122.59,Actual
2021-01-03,22045.05,Actual
2019-11-15,27351.66,Actual
2022-10-19,42954.42,Actual
2021-12-19,15684.93,Actual
2023-08-11,3715.5,Actual
2019-08-15,6678.56,Actual
2023-10-15,20442.25,Actual
2022-01-14,29266.28,Actual
2022-11-12,14862.95,Actual
2019-06-03,47427.59,Actual
2019-04-29,13108.51,Actual
2019-04-03,7876.36,Actual
2020-01-31,41383.12,Actual
2020-05-23,12443.61,Actual
2020-05-17,25745.21,Actual
2021-01-24,18240.79,Actual
2020-05-29,7127.25,Actual
2020-07-16,5542.44,Actual
2022-03-16,46196.83,Actual
2022-04-17,11777.67,Actual
2021-11-07,28275.98,Actual
2020-01-03,16584.12,Actual
2021-10-05,4807.52,Actual
2020-10-24,24231.11,Actual
2019-12-27,14111.11,Actual
2022-03-10,27113.27,Actual
2021-07-29,140.45,Actual
2020-02-09,1887.84,Actual
2021-03-22,13388.48,Actual
2021-08-05,3203.44,Actual
2022-12-31,8158.54,Actual
2023-05-30,18792.83,Actual
2019-01-19,5180.23,Actual
2023-01-15,44819.19,Actual
2020-11-03,25869.37,Actual
2019-08-08,2301.55,Actual
2022-02-01,15199.48,Actual
2023-10-07,5156.49,Actual
2019-06-15,36494.24,Actual
2022-10-21,30406.78,Actual
2022-03-23,33113.07,Actual
2021-01-08,32240.69,Actual
2019-08-24,10687.93,Actual
2019-05-07,46016.09,Actual
2019-08-17,41666.74,Actual
2023-05-31,22738.98,Actual
2021-10-23,12900.9,Actual
2019-05-01,7489.26,Actual
2022-12-20,40115.92,Actual
2022-10-29,25570.07,Actual
2021-04-29,1471.58,Actual
2019-01-29,48644.85,Actual
2020-11-15,30169.02,Actual
2020-06-28,31470.29,Actual
2019-04-03,7928.78,Actual
2021-07-13,39336.84,Actual
2023-08-14,41088.73,Actual
2023-07-09,43805.78,Actual
2020-03-30,17106.1,Actual
2020-10-10,47720.58,Actual
2020-09-09,4157.99,Actual
2019-07-29,32618.33,Actual
2021-08-16,3985.12,Actual
2020-08-27,30776.2,Actual
2023-11-06,21036.24,Actual
2022-04-23,7317.4,Actual
2023-03-26,40846.19,Actual
2020-07-05,674.5,Actual
2021-08-27,40664.22,Actual
2020-08-19,22409.58,Actual
2019-08-06,12488.24,Actual
2022-02-21,7995.04,Actual
2021-05-04,45044.32,Actual
2020-09-24,21706.83,Actual
2020-11-17,10270.32,Actual
2023-09-17,35988.64,Actual
2023-01-19,44793.54,Actual
2022-11-26,16648.58,Actual
2021-10-17,13321.1,Actual
2020-12-24,22512.2,Actual
2020-02-07,37156.1,Actual
2023-03-30,17122.66,Actual
2022-11-23,35622.7,Actual
2022-01-11,35204.19,Actual
2023-08-10,37377.03,Actual
2022-01-21,46236.66,Actual
2021-10-31,19530.85,Actual
2021-04-25,25278.18,Actual
2023-11-29,14244.31,Actual
2021-10-20,27860.65,Actual
2020-03-22,44510.6,Actual
2020-07-15,45220.23,Actual
2021-11-27,35720.14,Actual
2022-04-07,33639.04,Actual
2021-06-23,40116.01,Actual
2020-08-06,25967.92,Actual
2022-05-06,37553.68,Actual
2023-11-22,38000.99,Actual
2019-03-30,28333.6,Actual
2022-07-31,4552.27,Actual
2022-11-28,7312.24,Actual
2019-10-16,45628.84,Actual
2022-10-10,6022.36,Actual
2023-03-27,46214.05,Actual
2019-06-29,35925.13,Actual
2021-06-28,37800.92,Actual
2023-01-26,44965.24,Actual
2020-08-19,10704.08,Actual
2022-07-17,34636.81,Actual
2020-02-06,35579.88,Actual
2020-10-07,33802.88,Actual
2021-04-18,37347.42,Actual
2022-01-02,32582.12,Actual
2021-08-04,1220.83,Actual
2019-05-31,28438.26,Actual
2021-11-14,13130.78,Actual
2021-05-05,9798.12,Actual
2023-10-09,35151.6,Actual
2020-11-26,41335.23,Actual
2020-11-21,21153.85,Actual
2019-03-10,38854.42,Actual
2020-09-24,22821.85,Actual
2019-10-25,40500.85,Actual
2020-10-13,44528.45,Actual
2023-07-30,1225.53,Actual
2023-03-13,44970.11,Actual
2022-03-12,39158.19,Actual
2019-01-06,10093.19,Actual
2022-07-23,30199.32,Actual
2022-10-29,29067.81,Actual
2022-08-02,37264.81,Actual
2022-01-07,28819.64,Actual
2022-06-12,4248.93,Actual
2023-09-30,49765.03,Actual
2022-06-29,3986.22,Actual
2019-04-09,22488.44,Actual
2020-09-01,40506.65,Actual
2023-03-21,19190.79,Actual
2022-12-16,48024.57,Actual
2020-09-29,31071.08,Actual
2019-11-19,30873.08,Actual
2022-11-09,31566.15,Actual
2022-11-19,9056.78,Actual
2022-08-31,39613.48,Actual
2020-01-12,24619.02,Actual
2021-03-23,26754.42,Actual
2021-11-27,20331.06,Actual
2020-10-24,13697.48,Actual
2019-09-08,30514.13,Actual
2019-09-21,36532.86,Actual
2023-05-24,35878.93,Actual
2023-08-01,47184.59,Actual
2023-05-11,27190.71,Actual
2022-05-29,47932.48,Actual
2021-01-05,43420.44,Actual
2021-12-25,16176.03,Actual
2022-11-05,48235.83,Actual
2021-07-01,17152.82,Actual
2019-08-14,48683.81,Actual
2023-12-11,29053.97,Actual
2021-04-07,49312.03,Actual
2021-01-29,3002.28,Actual
2020-03-22,40266.02,Actual
2019-08-23,18397.64,Actual
2023-10-11,19608.4,Actual
2022-08-21,24270.16,Actual
2023-04-12,43498.07,Actual
2023-04-27,6485.49,Actual
2022-10-03,8884.2,Actual
2020-12-21,39334.39,Actual
2020-05-18,46605.59,Actual
2021-06-10,19949.23,Actual
2022-05-23,26992.37,Actual
2021-02-23,47533.08,Actual
2023-01-06,45405.53,Actual
2019-06-14,41388.55,Actual
2019-05-01,23968.9,Actual
2023-02-01,10863.96,Actual
2022-02-18,19411.31,Actual
2019-08-08,35848.73,Actual
2023-01-28,48864.57,Actual
2022-03-11,21096.44,Actual
2022-10-29,38091.2,Actual
2022-05-28,4071.24,Actual
2019-08-22,24822.6,Actual
2019-07-19,12708.33,Actual
2021-07-24,46941.56,Actual
2019-01-22,16678.07,Actual
2019-11-16,32089.2,Actual
2021-03-05,43511.64,Actual
2023-09-29,48742.48,Actual
2021-05-19,45997.91,Actual
2021-06-27,14684.41,Actual
2023-05-30,9326.76,Actual
2023-04-14,13558.97,Actual
2019-12-11,36130.16,Actual
2020-07-20,36078.82,Actual
2022-07-02,26492.32,Actual
2020-03-09,36039.93,Actual
2019-10-06,41313.69,Actual
2019-05-30,35183.57,Actual
2022-01-21,1118.34,Actual
2021-06-21,48686.56,Actual
2021-07-15,26931.96,Actual
2022-10-15,19334.26,Actual
2020-10-03,2854.95,Actual
2020-05-05,24875.52,Actual
2023-04-03,36120.94,Actual
2020-02-12,2643.86,Actual
2019-02-16,38065.43,Actual
2021-06-22,19990.38,Actual
2022-09-21,24621.65,Actual
2023-01-13,25873.12,Actual
2023-10-01,14812.71,Actual
2019-05-15,35180.86,Actual
2019-03-17,12254.62,Actual
2022-02-21,23607.92,Actual
2019-01-24,29999.06,Actual
2023-10-07,23885.82,Actual
2022-10-29,48967.13,Actual
2023-02-12,28128.83,Actual
2019-12-27,2249.54,Actual
2022-05-29,15618.74,Actual
2020-11-26,17875.94,Actual
2021-01-22,36710.45,Actual
2020-04-24,48725.75,Actual
2022-04-27,12014.2,Actual
2023-02-25,23576.82,Actual
2020-01-13,17008.32,Actual
2020-01-18,27048.99,Actual
2023-03-23,6738.12,Actual
2021-01-01,32118.17,Actual
2020-09-05,22374.82,Actual
2023-12-21,48124.59,Actual
2020-03-04,22994.79,Actual
2020-06-13,28269.8,Actual
2022-09-22,3921.7,Actual
2020-04-24,26379.41,Actual
2019-09-12,41457.94,Actual
2020-11-15,8658.65,Actual
2023-03-11,24481.91,Actual
2023-12-12,13080.87,Actual
2021-07-26,47486.61,Actual
2022-06-18,24274.36,Actual
2022-04-24,41347.68,Actual
2019-12-31,43512.44,Actual
2022-05-29,11730.13,Actual
2023-12-12,45739.25,Actual
2020-03-04,21854.8,Actual
2022-04-17,16583.2,Actual
2019-10-05,48841.54,Actual
2023-07-17,34390.14,Actual
2021-07-31,29230.98,Actual
2020-04-23,6540.97,Actual
2021-09-17,21662.63,Actual
2021-03-06,32217.68,Actual
2021-05-11,43108.24,Actual
2019-02-14,16649.21,Actual
2021-12-22,32615.81,Actual
2021-09-04,31378.63,Actual
2022-09-26,16393.28,Actual
2022-06-02,33526.56,Actual
2023-03-29,48431.49,Actual
2020-12-16,45046.14,Actual
2023-11-10,2634.97,Actual
2022-02-05,44172.14,Actual
2020-08-07,27836.02,Actual
2021-12-05,36206.83,Actual
2020-02-14,6084.01,Actual
2020-02-02,20213.49,Actual
2021-09-03,3480.45,Actual
2023-12-12,22765.65,Actual
2022-05-03,13919.9,Actual
2020-12-13,3854.28,Actual
2021-07-26,24295.92,Actual
2023-09-23,35180.88,Actual
2019-01-04,22897.03,Actual
2021-05-24,15180.64,Actual
2021-05-14,15184.75,Actual
2023-11-22,4850.93,Actual
2023-08-12,19380.57,Actual
2023-01-24,30379.15,Actual
2022-06-18,24320.14,Actual
2020-07-01,36731.99,Actual
2023-10-20,17595.89,Actual
2022-10-03,13197.89,Actual
2021-11-18,23167.5,Actual
2021-12-23,41722.17,Actual
2022-09-14,34921.96,Actual
2021-08-03,7077.49,Actual
2022-09-07,49029.47,Actual
2020-04-12,4045.78,Actual
2019-01-06,34655.51,Actual
2019-07-25,44536.83,Actual
2020-02-12,34913.8,Actual
2019-12-30,45845.01,Actual
2023-08-15,6459.55,Actual
2023-06-16,4905.33,Actual
2022-02-17,25580.64,Actual
2023-03-10,34729.22,Actual
2020-07-11,27361.19,Actual
2023-04-28,44295.1,Actual
2022-07-20,35871.62,Actual
2023-04-03,38103.38,Actual
2023-02-02,13435.91,Actual
2020-08-11,38715.86,Actual
2023-07-27,19550.66,Actual
2020-11-05,9214.22,Actual
2021-04-26,40989.57,Actual
2023-04-20,8105.71,Actual
2023-11-14,33177.26,Actual
2019-07-15,42725.8,Actual
2019-03-15,35175.99,Actual
2020-10-13,19511.63,Actual
2019-08-04,41894.72,Actual
2019-09-09,37912.89,Actual
2023-07-11,8186.37,Actual
2020-04-07,27417.49,Actual
2019-08-10,9260.13,Actual
2020-09-05,10373.89,Actual
2019-12-25,2879.01,Actual
2019-11-21,43435.07,Actual
2019-05-04,6213.48,Actual
2023-06-07,5474.9,Actual
2023-05-31,45143.09,Actual
2019-08-20,10544.87,Actual
2019-03-30,26620.25,Actual
2022-08-24,48444.73,Actual
2019-02-01,25900.53,Actual
2022-08-01,11865.06,Actual
2022-06-27,5013.03,Actual
2023-06-06,44551.19,Actual
2019-03-28,44060.07,Actual
2022-06-22,21208.3,Actual
2019-02-03,26009.97,Actual
2019-10-29,9633.52,Actual
2020-07-07,25441.67,Actual
2020-08-10,36654.7,Actual
2021-07-16,15249.72,Actual
2022-06-06,38721.91,Actual
2019-07-14,49752.18,Actual
2020-02-27,16575.36,Actual
2019-03-28,8415.84,Actual
2022-02-04,41877.04,Actual
2019-08-19,17973.03,Actual
2019-09-10,43918.64,Actual
2021-09-11,43528.45,Actual
2020-07-29,18288.36,Actual
2022-12-09,49747.42,Actual
2019-04-11,4345.79,Actual
2023-11-09,34005.24,Actual
2020-12-22,17294.68,Actual
2022-01-18,12064.05,Actual
2020-11-03,47052.0,Actual
2023-01-10,655.35,Actual
2020-03-31,33515.67,Actual
2019-08-09,5045.53,Actual
2022-02-14,18800.97,Actual
2021-06-16,48480.44,Actual
2019-05-02,19212.51,Actual
2020-09-11,19625.77,Actual
2021-08-11,19596.14,Actual
2022-01-03,16756.74,Actual
2023-10-04,37302.56,Actual
2022-09-24,32501.89,Actual
2022-08-26,17709.66,Actual
2019-03-31,23837.04,Actual
2019-06-13,39568.73,Actual
2019-10-08,41279.53,Actual
2019-02-03,3195.4,Actual
2023-06-12,21387.9,Actual
2022-04-07,16948.63,Actual
2021-03-09,16116.94,Actual
2023-07-24,38962.44,Actual
2020-11-30,1612.51,Actual
2019-05-12,37906.95,Actual
2020-08-13,11492.55,Actual
2021-09-14,30162.63,Actual
2021-09-03,18433.47,Actual
2023-11-03,37500.78,Actual
2022-01-06,49515.93,Actual
2021-12-22,40478.15,Actual
2023-02-01,11997.03,Actual
2023-02-14,1205.6,Actual
2020-02-02,40047.63,Actual
2019-09-14,7362.91,Actual
2021-02-09,28964.62,Actual
2021-02-28,21387.58,Actual
2022-06-04,8260.74,Actual
2021-11-02,39422.06,Actual
2020-08-06,4873.84,Actual
2022-08-26,37740.65,Actual
2023-03-17,29502.27,Actual
2023-03-10,14756.24,Actual
2023-03-04,40763.21,Actual
2021-09-14,9081.6,Actual
2019-07-31,8473.44,Actual
2019-06-17,17552.92,Actual
2020-07-06,31883.07,Actual
2023-06-12,18356.68,Actual
2022-10-08,43036.67,Actual
2021-08-21,39568.52,Actual
2019-04-19,44538.96,Actual
2019-12-29,871.18,Actual
2021-05-05,1194.85,Actual
2020-12-12,26918.73,Actual
2023-04-16,33176.93,Actual
2023-08-13,4650.17,Actual
2019-12-01,43959.54,Actual
2019-02-14,35814.47,Actual
2021-02-15,22657.28,Actual
2020-04-30,13960.31,Actual
2023-07-25,22767.99,Actual
2019-12-30,3974.03,Actual
2020-12-29,39809.68,Actual
2019-01-08,5593.74,Actual
2022-06-21,17282.79,Actual
2020-03-01,9928.64,Actual
2022-04-04,45214.19,Actual
2023-08-13,21017.86,Actual
2023-08-05,46533.24,Actual
2023-03-11,3600.52,Actual
2020-08-11,25016.1,Actual
2020-07-12,35215.97,Actual
2023-05-01,9735.5,Actual
2020-04-19,32803.64,Actual
2020-08-16,2210.64,Actual
2022-05-06,20368.71,Actual
2019-06-22,34203.17,Actual
2019-12-17,11081.86,Actual
2023-05-19,5178.3,Actual
2019-03-25,29804.03,Actual
2023-03-17,10922.67,Actual
2021-02-16,10056.14,Actual
2023-10-17,36342.52,Actual
2023-04-26,20724.45,Actual
2019-01-04,12784.76,Actual
2021-05-09,25639.3,Actual
2023-10-24,35614.92,Actual
2020-07-10,47145.24,Actual
2019-08-04,16258.78,Actual
2019-02-21,36817.63,Actual
2019-05-12,17670.22,Actual
2023-11-21,15081.49,Actual
2020-10-13,39600.13,Actual
2021-01-05,19196.73,Actual
2019-01-07,33532.13,Actual
2023-04-25,17847.24,Actual
2023-07-20,34808.74,Actual
2019-03-14,19455.66,Actual
2019-03-16,48694.3,Actual
2020-04-20,255.09,Actual
2020-02-06,49469.14,Actual
2023-12-31,43765.76,Actual
2019-02-13,41579.9,Actual
2022-01-05,41656.64,Actual
2021-04-14,25264.68,Actual
2022-01-18,40999.55,Actual
2020-03-22,3808.05,Actual
2021-04-21,2048.52,Actual
2019-01-22,30712.33,Actual
2023-09-22,49004.05,Actual
2019-10-27,20522.54,Actual
2020-04-11,34144.88,Actual
2020-11-03,14839.72,Actual
2022-08-14,12716.16,Actual
2021-11-07,41262.34,Actual
2021-11-13,18173.83,Actual
2020-12-19,37479.87,Actual
2021-10-02,26855.23,Actual
2021-10-26,11918.29,Actual
2020-09-07,29235.06,Actual
2019-06-05,859.59,Actual
2021-06-15,8764.8,Actual
2023-10-15,17721.05,Actual
2021-08-31,36369.38,Actual
2020-04-25,26277.68,Actual
2019-07-04,42939.29,Actual
2023-03-17,14529.05,Actual
2019-03-16,41411.23,Actual
2020-11-21,49486.16,Actual
2023-06-18,7229.91,Actual
2019-02-24,41202.33,Actual
2019-05-15,16015.17,Actual
2022-06-17,33825.08,Actual
2020-11-05,46184.34,Actual
2019-06-07,42382.31,Actual
2020-10-16,41805.71,Actual
2021-10-14,27847.78,Actual
2021-07-10,8848.38,Actual
2023-07-27,27406.25,Actual
2022-10-19,38108.79,Actual
2021-05-10,43940.81,Actual
2020-12-05,23178.24,Actual
2020-08-01,3728.32,Actual
2020-09-14,13597.42,Actual
2022-10-01,49449.94,Actual
2020-04-04,23852.35,Actual
2023-02-13,42289.42,Actual
2023-05-23,38138.06,Actual
2021-03-01,10520.78,Actual
2020-08-18,42847.88,Actual
2021-02-16,22650.07,Actual
2019-09-15,18591.75,Actual
2022-12-07,25055.58,Actual
2023-06-01,21465.44,Actual
2020-07-05,9202.08,Actual
2023-01-07,9339.37,Actual
2021-08-28,43939.96,Actual
2023-10-17,43758.18,Actual
2022-05-14,13401.22,Actual
2021-01-24,34699.09,Actual
2022-01-22,10143.91,Actual
2023-09-20,39176.34,Actual
2020-02-10,47469.09,Actual
2023-10-02,22707.99,Actual
2019-06-03,7305.75,Actual
2023-01-06,49439.79,Actual
2023-01-31,10663.39,Actual
2020-02-13,40979.97,Actual
2020-11-26,31036.5,Actual
2021-03-16,34878.93,Actual
2019-12-15,4129.64,Actual
2023-03-19,34114.65,Actual
2020-06-18,21672.6,Actual
2020-10-25,20904.19,Actual
2023-11-28,46264.4,Actual
2022-11-23,21045.96,Actual
2019-02-04,48845.08,Actual
2019-01-20,11159.72,Actual
2022-01-02,35633.04,Actual
2019-11-14,2684.86,Actual
2023-07-20,11088.09,Actual
2022-07-07,43733.25,Actual
2023-05-06,11900.62,Actual
2021-07-12,22519.97,Actual
2022-01-15,4095.41,Actual
2022-04-13,26974.88,Actual
2019-03-10,4757.72,Actual
2023-01-13,32901.51,Actual
2022-11-01,33056.04,Actual
2019-07-02,27673.24,Actual
2019-12-29,19269.86,Actual
2019-10-13,3923.43,Actual
2022-10-12,45547.72,Actual
2021-06-05,24508.96,Actual
2022-01-23,38353.97,Actual
2023-08-04,906.33,Actual
2021-10-02,10863.15,Actual
2019-01-29,11975.48,Actual
2019-01-03,49957.8,Actual
2022-03-23,44820.25,Actual
2020-01-23,15161.91,Actual
2023-04-29,37496.77,Actual
2021-11-07,49326.68,Actual
2023-02-10,17055.19,Actual
2020-04-02,11744.33,Actual
2022-08-10,34769.52,Actual
2021-09-24,32296.39,Actual
2020-10-07,35353.84,Actual
2020-12-27,40693.17,Actual
2022-11-23,22578.5,Actual
2022-07-21,28351.97,Actual
2023-08-02,19235.4,Actual
2020-03-22,14947.01,Actual
2020-07-20,5521.48,Actual
2019-03-07,1174.12,Actual
2019-04-10,27315.3,Actual
2019-04-28,40148.17,Actual
2022-09-17,10179.69,Actual
2023-09-03,44141.55,Actual
2020-09-25,18408.41,Actual
2023-04-01,21202.47,Actual
2020-09-23,21055.7,Actual
2020-07-07,43197.41,Actual
2022-01-01,6085.63,Actual
2023-07-01,30257.01,Actual
2019-10-10,34435.57,Actual
2021-11-14,43813.46,Actual
2020-08-22,30475.12,Actual
2023-06-06,11712.08,Actual
2022-02-15,39889.6,Actual
2019-03-04,13570.63,Actual
2019-01-21,5504.6,Actual
2021-12-04,7759.64,Actual
2019-01-03,39185.22,Actual
2020-06-02,15586.98,Actual
2021-07-30,20175.5,Actual
2021-02-04,34588.37,Actual
2020-07-20,45855.98,Actual
2020-10-14,3684.27,Actual
2022-04-02,43108.74,Actual
2022-09-08,42006.93,Actual
2022-03-20,36408.0,Actual
2023-12-16,19948.38,Actual
2021-03-08,16574.77,Actual
2023-11-07,38934.61,Actual
2023-12-16,24916.09,Actual
2021-05-28,11153.67,Actual
2021-09-28,14488.24,Actual
2021-09-11,11717.45,Actual
2023-09-09,25899.8,Actual
2020-01-24,7142.36,Actual
2019-02-22,24650.47,Actual
2019-12-08,48472.62,Actual
2021-01-05,36171.66,Actual
2020-02-29,5311.77,Actual
2023-04-15,6745.25,Actual
2020-12-17,44889.29,Actual
2021-10-09,46612.09,Actual
2022-06-07,11465.19,Actual
2020-11-12,36509.33,Actual
2020-07-30,20399.85,Actual
2022-02-08,9251.87,Actual
2020-05-09,7318.66,Actual
2020-02-15,20149.24,Actual
2023-07-30,42353.01,Actual
2021-08-19,44710.23,Actual
2019-01-17,45127.13,Actual
2019-09-20,20508.72,Actual
2022-01-20,9555.61,Actual
2019-09-18,39613.66,Actual
2019-09-26,31823.59,Actual
2020-11-10,48942.77,Actual
2019-12-23,31148.1,Actual
2023-12-09,21716.11,Actual
2023-03-23,39257.29,Actual
2020-09-20,24667.6,Actual
2020-07-24,37207.13,Actual
2023-08-03,46407.97,Actual
2021-08-31,47015.63,Actual
2019-12-21,49726.01,Actual
2020-02-12,22892.36,Actual
2021-07-23,28671.24,Actual
2019-03-24,26718.84,Actual
2022-11-06,34208.23,Actual
2019-09-29,16753.18,Actual
2023-01-02,1866.37,Actual
2023-06-02,8865.01,Actual
2022-12-16,9119.04,Actual
2020-09-17,15625.51,Actual
2021-08-26,18711.44,Actual
2021-01-13,5232.13,Actual
2021-06-27,34587.87,Actual
2023-01-22,21093.37,Actual
2019-12-05,31231.1,Actual
2023-10-20,18870.68,Actual
2019-01-19,16278.95,Actual
2020-07-03,23039.58,Actual
2021-05-30,12703.47,Actual
2023-08-13,41974.1,Actual
2019-04-09,10686.93,Actual
2023-02-12,41856.78,Actual
2019-12-25,25258.79,Actual
2019-03-07,21686.38,Actual
2020-11-12,807.1,Actual
2023-08-02,9880.01,Actual
2020-10-18,45462.04,Actual
2022-09-11,18361.44,Actual
2019-06-04,34868.73,Actual
2022-08-30,3474.26,Actual
2021-04-11,1951.98,Actual
2023-05-29,20946.78,Actual
2020-12-14,8942.38,Actual
2023-11-16,10009.67,Actual
2022-08-20,32532.29,Actual
2023-10-14,18680.05,Actual
2022-12-30,30420.46,Actual
2022-05-07,11818.55,Actual
2019-06-01,5411.8,Actual
2021-05-20,20158.33,Actual
2019-03-09,27983.83,Actual
2022-09-29,30515.78,Actual
2019-10-20,25677.23,Actual
2020-10-17,34150.82,Actual
2023-12-27,9563.1,Actual
2020-04-23,2007.41,Actual
2019-01-01,5258.17,Actual
2020-08-04,23435.87,Actual
2023-07-04,39294.83,Actual
2020-04-13,26954.87,Actual
2023-01-30,40184.3,Actual
2019-08-04,19946.51,Actual
2021-10-24,8231.21,Actual
2022-04-23,16581.82,Actual
2022-02-16,15318.23,Actual
2023-06-08,15587.97,Actual
2020-10-24,35862.74,Actual
2020-11-17,12324.67,Actual
2023-05-19,18960.27,Actual
2021-03-21,1322.09,Actual
2019-03-29,21980.52,Actual
2020-05-18,22793.71,Actual
2023-04-13,20213.79,Actual
2020-09-09,29867.71,Actual
2021-12-16,22222.05,Actual
2020-10-14,45574.03,Actual
2019-01-13,31607.06,Actual
2023-09-14,19922.95,Actual
2023-01-26,13704.94,Actual
2019-09-11,23001.36,Actual
2021-11-19,29926.46,Actual
2021-12-13,3748.81,Actual
2022-06-08,8391.03,Actual
2020-12-25,36444.95,Actual
2019-03-30,8227.88,Actual
2019-03-20,41110.84,Actual
2021-04-17,7272.05,Actual
2021-02-26,36875.29,Actual
2023-12-27,25160.78,Actual
2021-07-11,44464.91,Actual
2022-10-22,20193.7,Actual
2022-07-08,15705.74,Actual
2020-02-06,44231.59,Actual
2019-08-22,42585.63,Actual
2021-07-06,11173.15,Actual
2022-06-19,6539.41,Actual
2019-06-30,9703.93,Actual
2022-06-18,13292.57,Actual
2021-04-17,977.93,Actual
2021-09-20,21713.92,Actual
2019-08-22,24526.56,Actual
2019-05-27,11781.04,Actual
2019-03-17,13661.37,Actual
2023-02-12,42527.78,Actual
2023-10-14,34189.54,Actual
2019-06-16,10795.15,Actual
2021-03-05,34270.59,Actual
2021-05-01,25560.91,Actual
2023-06-19,33449.42,Actual
2020-07-31,31384.04,Actual
2022-06-09,3842.31,Actual
2022-08-24,19829.78,Actual
2022-07-19,10754.18,Actual
2020-06-14,32565.99,Actual
2022-11-17,7487.2,Actual
2019-12-22,15454.09,Actual
2023-10-20,18266.2,Actual
2020-02-15,44197.99,Actual
2023-09-05,29925.06,Actual
2020-09-26,41421.06,Actual
2023-11-03,31394.66,Actual
2019-11-23,29859.8,Actual
2023-12-27,39990.58,Actual
2019-07-28,31724.24,Actual
2023-07-20,13912.39,Actual
2019-05-07,18021.35,Actual
2022-03-31,48502.03,Actual
2019-09-07,28135.49,Actual
2022-09-08,18893.55,Actual
2020-03-31,13393.57,Actual
2021-03-27,42894.96,Actual
2023-12-12,44275.51,Actual
2020-04-03,23226.43,Actual
2019-03-10,165.09,Actual
2021-10-06,10947.94,Actual
2019-12-03,7417.58,Actual
2022-07-05,29308.7,Actual
2019-05-31,2123.15,Actual
2021-09-28,23517.57,Actual
2020-10-15,10398.02,Actual
2020-09-12,8801.03,Actual
2023-12-16,35719.3,Actual
2023-01-23,29824.1,Actual
2021-01-08,17308.41,Actual
2022-05-31,6111.04,Actual
2021-02-18,3067.62,Actual
2021-04-18,2427.5,Actual
2021-05-29,41422.12,Actual
2021-01-29,45948.96,Actual
2020-12-09,37227.53,Actual
2019-06-10,43527.98,Actual
2023-05-15,47371.96,Actual
2020-01-17,9554.57,Actual
2021-04-07,16753.91,Actual
2019-02-16,32689.18,Actual
2023-09-18,46823.34,Actual
2021-07-13,48770.85,Actual
2021-10-05,17692.64,Actual
2019-09-02,38585.51,Actual
2021-07-22,36441.81,Actual
2020-10-13,1066.16,Actual
2022-03-23,23814.22,Actual
2020-03-30,14750.25,Actual
2019-03-07,35099.13,Actual
2023-03-07,6559.67,Actual
2021-08-07,890.36,Actual
2021-10-21,23681.9,Actual
2019-05-10,11769.95,Actual
2019-05-28,47664.36,Actual
2023-07-20,26452.15,Actual
2023-08-20,49692.25,Actual
2019-11-05,36387.85,Actual
2022-01-27,32502.55,Actual
2020-09-27,5601.3,Actual
2023-01-23,34019.37,Actual
2020-11-09,24665.29,Actual
2023-09-21,6532.5,Actual
2021-11-12,2396.81,Actual
2021-08-10,2298.75,Actual
2020-09-29,29388.65,Actual
2019-05-22,39822.7,Actual
2020-12-21,37230.05,Actual
2022-03-05,39556.62,Actual
2021-10-13,6911.31,Actual
2019-06-26,26221.53,Actual
2019-05-09,26565.37,Actual
2023-08-25,18949.76,Actual
2020-08-17,15428.87,Actual
2021-08-11,33588.18,Actual
2019-09-26,28725.28,Actual
2023-03-24,25803.28,Actual
2021-10-26,31169.38,Actual
2021-06-20,24648.78,Actual
2019-01-09,34477.55,Actual
2019-06-15,23882.71,Actual
2023-05-04,38701.86,Actual
2022-12-19,21547.36,Actual
2022-04-16,38747.53,Actual
2022-08-15,36625.59,Actual
2020-09-24,11726.99,Actual
2020-02-11,30230.28,Actual
2020-07-27,2756.68,Actual
2019-09-21,3856.75,Actual
2021-09-08,47342.02,Actual
2023-02-15,20908.11,Actual
2020-02-14,38490.58,Actual
2023-06-28,11743.46,Actual
2022-12-16,37930.4,Actual
2023-09-03,40756.41,Actual
2020-12-05,27355.17,Actual
2020-04-05,12606.26,Actual
2021-03-27,12604.56,Actual
2021-07-01,3699.95,Actual
2023-01-12,505.85,Actual
2020-02-13,16186.94,Actual
2022-03-18,7890.29,Actual
2021-10-15,26611.82,Actual
2019-12-24,6585.0,Actual
2021-09-06,15139.96,Actual
2020-01-23,45495.58,Actual
2023-11-13,42595.36,Actual
2019-02-18,25535.7,Actual
2023-02-26,8973.32,Actual
2023-08-20,48816.03,Actual
2021-10-09,45844.12,Actual
