ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
26-02-2020,1339537.422,1151525.814,1675493.591,1339537.422,1339537.422,77087.13732,77087.13732,77087.13732,2216.315886,2216.315886,2216.315886,74870.82144,74870.82144,74870.82144,0,0,0,1416624.559
27-02-2020,1339599.523,1148733.58,1684417.999,1339599.523,1339599.523,74128.3738,74128.3738,74128.3738,-2083.262178,-2083.262178,-2083.262178,76211.63598,76211.63598,76211.63598,0,0,0,1413727.897
28-02-2020,1339661.623,1158093.422,1683110.084,1339661.623,1339661.623,76602.04945,76602.04945,76602.04945,-292.1125006,-292.1125006,-292.1125006,76894.16195,76894.16195,76894.16195,0,0,0,1416263.673
29-02-2020,1339723.724,1137970.418,1696603.34,1339723.724,1339723.724,64928.92933,64928.92933,64928.92933,-11988.13793,-11988.13793,-11988.13793,76917.06726,76917.06726,76917.06726,0,0,0,1404652.653
01-03-2020,1339785.825,1157046.11,1691929.802,1339785.825,1339785.825,74595.87038,74595.87038,74595.87038,-1693.699043,-1693.699043,-1693.699043,76289.56943,76289.56943,76289.56943,0,0,0,1414381.695
02-03-2020,1339847.925,1175862.417,1702805.023,1339847.925,1339847.925,98761.604,98761.604,98761.604,23730.6029,23730.6029,23730.6029,75031.0011,75031.0011,75031.0011,0,0,0,1438609.529
03-03-2020,1339910.026,1133769.857,1666995.928,1339910.026,1339910.026,63280.44239,63280.44239,63280.44239,-9889.707126,-9889.707126,-9889.707126,73170.14952,73170.14952,73170.14952,0,0,0,1403190.469
04-03-2020,1339972.127,1123449.374,1668378.191,1339972.127,1339972.127,72960.70839,72960.70839,72960.70839,2216.315886,2216.315886,2216.315886,70744.3925,70744.3925,70744.3925,0,0,0,1412932.835
05-03-2020,1340034.228,1150873.421,1668940.818,1340034.228,1340034.228,65715.3972,65715.3972,65715.3972,-2083.262178,-2083.262178,-2083.262178,67798.65938,67798.65938,67798.65938,0,0,0,1405749.625
06-03-2020,1340096.328,1148115.09,1684381.505,1340096.328,1340096.328,64092.1368,64092.1368,64092.1368,-292.1125006,-292.1125006,-292.1125006,64384.2493,64384.2493,64384.2493,0,0,0,1404188.465
07-03-2020,1340158.429,1118739.381,1631897.649,1340158.429,1340158.429,48569.40512,48569.40512,48569.40512,-11988.13793,-11988.13793,-11988.13793,60557.54305,60557.54305,60557.54305,0,0,0,1388727.834
08-03-2020,1340220.53,1117137.729,1636925.776,1340220.53,1340220.53,54684.94746,54684.94746,54684.94746,-1693.699043,-1693.699043,-1693.699043,56378.64651,56378.64651,56378.64651,0,0,0,1394905.477
09-03-2020,1340282.63,1164809.821,1692207.97,1340282.63,1340282.63,75640.60782,75640.60782,75640.60782,23730.6029,23730.6029,23730.6029,51910.00493,51910.00493,51910.00493,0,0,0,1415923.238
10-03-2020,1340344.731,1104400.349,1651011.117,1340344.731,1340344.731,37325.32006,37325.32006,37325.32006,-9889.707126,-9889.707126,-9889.707126,47215.02719,47215.02719,47215.02719,0,0,0,1377670.051
11-03-2020,1340406.832,1114373.567,1646986.74,1340406.832,1340406.832,44573.07331,44573.07331,44573.07331,2216.315886,2216.315886,2216.315886,42356.75742,42356.75742,42356.75742,0,0,0,1384979.905
12-03-2020,1340468.932,1092118.179,1629061.559,1340468.932,1340468.932,35313.36709,35313.36709,35313.36709,-2083.262178,-2083.262178,-2083.262178,37396.62927,37396.62927,37396.62927,0,0,0,1375782.299
13-03-2020,1340531.033,1081501.056,1652741.57,1340531.033,1340531.033,32101.2216,32101.2216,32101.2216,-292.1125007,-292.1125007,-292.1125007,32393.3341,32393.3341,32393.3341,0,0,0,1372632.255
14-03-2020,1340593.134,1100172.736,1621979.453,1340593.134,1340593.134,15413.6924,15413.6924,15413.6924,-11988.13793,-11988.13793,-11988.13793,27401.83033,27401.83033,27401.83033,0,0,0,1356006.826
15-03-2020,1340655.234,1092203.075,1636818.116,1340655.234,1340655.234,20778.81648,20778.81648,20778.81648,-1693.699043,-1693.699043,-1693.699043,22472.51552,22472.51552,22472.51552,0,0,0,1361434.051
16-03-2020,1340717.335,1124006.426,1632989.325,1340717.335,1340717.335,41381.18018,41381.18018,41381.18018,23730.6029,23730.6029,23730.6029,17650.57729,17650.57729,17650.57729,0,0,0,1382098.515
17-03-2020,1340779.436,1074124.893,1603458.439,1340779.436,1340779.436,3085.825722,3085.825722,3085.825722,-9889.707126,-9889.707126,-9889.707126,12975.53285,12975.53285,12975.53285,0,0,0,1343865.261
18-03-2020,1340841.536,1095518.174,1621034.875,1340841.536,1340841.536,10697.27645,10697.27645,10697.27645,2216.315886,2216.315886,2216.315886,8480.960566,8480.960566,8480.960566,0,0,0,1351538.813
19-03-2020,1340903.637,1070958.8,1623310.542,1340903.637,1340903.637,2111.158519,2111.158519,2111.158519,-2083.262178,-2083.262178,-2083.262178,4194.420697,4194.420697,4194.420697,0,0,0,1343014.796
20-03-2020,1340965.738,1088316.096,1629285.08,1340965.738,1340965.738,-154.5561312,-154.5561312,-154.5561312,-292.1125006,-292.1125006,-292.1125006,137.5563694,137.5563694,137.5563694,0,0,0,1340811.182
21-03-2020,1341027.838,1046625.868,1592430.748,1341027.838,1341027.838,-15661.77773,-15661.77773,-15661.77773,-11988.13793,-11988.13793,-11988.13793,-3673.639793,-3673.639793,-3673.639793,0,0,0,1325366.061
22-03-2020,1341089.939,1056113.834,1589605.021,1341089.939,1341089.939,-8922.11204,-8922.11204,-8922.11204,-1693.699043,-1693.699043,-1693.699043,-7228.412997,-7228.412997,-7228.412997,0,0,0,1332167.827
23-03-2020,1341152.04,1087722.993,1633482.916,1341152.04,1341152.04,13209.89148,13209.89148,13209.89148,23730.6029,23730.6029,23730.6029,-10520.71142,-10520.71142,-10520.71142,0,0,0,1354361.931
24-03-2020,1341214.14,1048775.572,1587342.701,1341214.14,1341214.14,-23438.26347,-23438.26347,-23438.26347,-9889.707126,-9889.707126,-9889.707126,-13548.55635,-13548.55635,-13548.55635,0,0,0,1317775.877
25-03-2020,1341276.241,1069651.924,1582524.799,1341276.241,1341276.241,-14097.03103,-14097.03103,-14097.03103,2216.315886,2216.315886,2216.315886,-16313.34691,-16313.34691,-16313.34691,0,0,0,1327179.21
26-03-2020,1341338.342,1041033.852,1561667.03,1341338.342,1341338.342,-20902.39233,-20902.39233,-20902.39233,-2083.262178,-2083.262178,-2083.262178,-18819.13015,-18819.13015,-18819.13015,0,0,0,1320435.95
27-03-2020,1341400.443,1050492.172,1600900.123,1341400.443,1341400.443,-21363.97996,-21363.97996,-21363.97996,-292.1125006,-292.1125006,-292.1125006,-21071.86746,-21071.86746,-21071.86746,0,0,0,1320036.463
28-03-2020,1341462.543,1047002.024,1575024.707,1341462.543,1341462.543,-35066.86541,-35066.86541,-35066.86541,-11988.13793,-11988.13793,-11988.13793,-23078.72747,-23078.72747,-23078.72747,0,0,0,1306395.678
29-03-2020,1341524.644,1080547.775,1570081.259,1341524.644,1341524.644,-26541.13255,-26541.13255,-26541.13255,-1693.699043,-1693.699043,-1693.699043,-24847.43351,-24847.43351,-24847.43351,0,0,0,1314983.511
30-03-2020,1341586.745,1062874.405,1606013.051,1341586.745,1341586.745,-2655.087731,-2655.087731,-2655.087731,23730.6029,23730.6029,23730.6029,-26385.69063,-26385.69063,-26385.69063,0,0,0,1338931.657
31-03-2020,1341648.845,1025089.908,1574734.004,1341648.845,1341648.845,-37590.42089,-37590.42089,-37590.42089,-9889.707126,-9889.707126,-9889.707126,-27700.71376,-27700.71376,-27700.71376,0,0,0,1304058.424
01-04-2020,1341710.946,1064073.03,1581906.367,1341710.946,1341710.946,-26582.55775,-26582.55775,-26582.55775,2216.315886,2216.315886,2216.315886,-28798.87364,-28798.87364,-28798.87364,0,0,0,1315128.388
02-04-2020,1341773.047,1046114.708,1584856.124,1341773.047,1341773.047,-31768.73441,-31768.73441,-31768.73441,-2083.262178,-2083.262178,-2083.262178,-29685.47223,-29685.47223,-29685.47223,0,0,0,1310004.312
03-04-2020,1341835.147,1028278.852,1601020.476,1341835.147,1341835.147,-30656.76638,-30656.76638,-30656.76638,-292.1125006,-292.1125006,-292.1125006,-30364.65388,-30364.65388,-30364.65388,0,0,0,1311178.381
04-04-2020,1341897.248,1049185.596,1554724.297,1341897.248,1341897.248,-42827.59067,-42827.59067,-42827.59067,-11988.13793,-11988.13793,-11988.13793,-30839.45273,-30839.45273,-30839.45273,0,0,0,1299069.657
05-04-2020,1341959.349,1053639.417,1587569.41,1341959.349,1341959.349,-32805.67023,-32805.67023,-32805.67023,-1693.699043,-1693.699043,-1693.699043,-31111.97118,-31111.97118,-31111.97118,0,0,0,1309153.678
06-04-2020,1342021.449,1088791.903,1595873.076,1342021.449,1342021.449,-7453.075975,-7453.075975,-7453.075975,23730.6029,23730.6029,23730.6029,-31183.67887,-31183.67887,-31183.67887,0,0,0,1334568.373
07-04-2020,1342083.55,1035740.14,1568727.049,1342083.55,1342083.55,-40945.52357,-40945.52357,-40945.52357,-9889.707126,-9889.707126,-9889.707126,-31055.81644,-31055.81644,-31055.81644,0,0,0,1301138.026
08-04-2020,1342145.651,1030201.707,1580090.19,1342145.651,1342145.651,-28513.56804,-28513.56804,-28513.56804,2216.315886,2216.315886,2216.315886,-30729.88393,-30729.88393,-30729.88393,0,0,0,1313632.083
09-04-2020,1342207.751,1052649.975,1571748.8,1342207.751,1342207.751,-32291.45202,-32291.45202,-32291.45202,-2083.262178,-2083.262178,-2083.262178,-30208.18984,-30208.18984,-30208.18984,0,0,0,1309916.299
10-04-2020,1342269.852,1064827.259,1576663.469,1342269.852,1342269.852,-29786.54668,-29786.54668,-29786.54668,-292.1125005,-292.1125005,-292.1125005,-29494.43418,-29494.43418,-29494.43418,0,0,0,1312483.305
11-04-2020,1342331.953,1023515.452,1563331.996,1342331.953,1342331.953,-40582.43449,-40582.43449,-40582.43449,-11988.13793,-11988.13793,-11988.13793,-28594.29656,-28594.29656,-28594.29656,0,0,0,1301749.518
12-04-2020,1342394.053,1037108.575,1600232.129,1342394.053,1342394.053,-29209.69907,-29209.69907,-29209.69907,-1693.699043,-1693.699043,-1693.699043,-27516.00003,-27516.00003,-27516.00003,0,0,0,1313184.354
13-04-2020,1342456.101,1072823.576,1623666.777,1342456.101,1342456.101,-2540.218298,-2540.218298,-2540.218298,23730.6029,23730.6029,23730.6029,-26270.82119,-26270.82119,-26270.82119,0,0,0,1339915.883
14-04-2020,1342518.149,1021523.882,1566441.273,1342518.149,1342518.149,-34763.22576,-34763.22576,-34763.22576,-9889.707126,-9889.707126,-9889.707126,-24873.51863,-24873.51863,-24873.51863,0,0,0,1307754.924
15-04-2020,1342580.197,1046343.543,1572623.188,1342580.197,1342580.197,-21126.33824,-21126.33824,-21126.33824,2216.315886,2216.315886,2216.315886,-23342.65413,-23342.65413,-23342.65413,0,0,0,1321453.859
16-04-2020,1342642.245,1062887.964,1556940.783,1342642.245,1342642.245,-23784.04657,-23784.04657,-23784.04657,-2083.262178,-2083.262178,-2083.262178,-21700.78439,-21700.78439,-21700.78439,0,0,0,1318858.199
17-04-2020,1342704.293,1069576.963,1579348.391,1342704.293,1342704.293,-20266.61799,-20266.61799,-20266.61799,-292.1125006,-292.1125006,-292.1125006,-19974.50549,-19974.50549,-19974.50549,0,0,0,1322437.675
18-04-2020,1342766.341,1045549.782,1583358.866,1342766.341,1342766.341,-30182.47484,-30182.47484,-30182.47484,-11988.13793,-11988.13793,-11988.13793,-18194.3369,-18194.3369,-18194.3369,0,0,0,1312583.866
19-04-2020,1342828.389,1046365.54,1587322.925,1342828.389,1342828.389,-18088.13711,-18088.13711,-18088.13711,-1693.699043,-1693.699043,-1693.699043,-16394.43806,-16394.43806,-16394.43806,0,0,0,1324740.252
20-04-2020,1342890.437,1085046.476,1621494.009,1342890.437,1342890.437,9118.446954,9118.446954,9118.446954,23730.6029,23730.6029,23730.6029,-14612.15594,-14612.15594,-14612.15594,0,0,0,1352008.884
21-04-2020,1342952.485,1032526.043,1584393.044,1342952.485,1342952.485,-22777.11578,-22777.11578,-22777.11578,-9889.707126,-9889.707126,-9889.707126,-12887.40865,-12887.40865,-12887.40865,0,0,0,1320175.369
22-04-2020,1343014.533,1068955.953,1617925.6,1343014.533,1343014.533,-9045.600309,-9045.600309,-9045.600309,2216.315886,2216.315886,2216.315886,-11261.91619,-11261.91619,-11261.91619,0,0,0,1333968.933
23-04-2020,1343076.581,1040505.952,1592831.62,1343076.581,1343076.581,-11861.55757,-11861.55757,-11861.55757,-2083.262178,-2083.262178,-2083.262178,-9778.295393,-9778.295393,-9778.295393,0,0,0,1331215.024
24-04-2020,1343138.629,1074206.548,1608770.148,1343138.629,1343138.629,-8771.154261,-8771.154261,-8771.154261,-292.1125006,-292.1125006,-292.1125006,-8479.041761,-8479.041761,-8479.041761,0,0,0,1334367.475
25-04-2020,1343200.677,1067871.945,1599080.312,1343200.677,1343200.677,-19393.56382,-19393.56382,-19393.56382,-11988.13793,-11988.13793,-11988.13793,-7405.425883,-7405.425883,-7405.425883,0,0,0,1323807.113
26-04-2020,1343262.725,1074656.594,1615860.605,1343262.725,1343262.725,-8290.035173,-8290.035173,-8290.035173,-1693.699043,-1693.699043,-1693.699043,-6596.336129,-6596.336129,-6596.336129,0,0,0,1334972.69
27-04-2020,1343324.773,1100720.005,1631066.699,1343324.773,1343324.773,17643.50021,17643.50021,17643.50021,23730.6029,23730.6029,23730.6029,-6087.102684,-6087.102684,-6087.102684,0,0,0,1360968.273
28-04-2020,1343386.821,1068086.381,1612277.815,1343386.821,1343386.821,-15798.04717,-15798.04717,-15798.04717,-9889.707126,-9889.707126,-9889.707126,-5908.340042,-5908.340042,-5908.340042,0,0,0,1327588.774
29-04-2020,1343448.869,1079588.46,1609522.925,1343448.869,1343448.869,-3868.53016,-3868.53016,-3868.53016,2216.315886,2216.315886,2216.315886,-6084.846046,-6084.846046,-6084.846046,0,0,0,1339580.339
30-04-2020,1343510.917,1077338.503,1600011.4,1343510.917,1343510.917,-8717.857501,-8717.857501,-8717.857501,-2083.262178,-2083.262178,-2083.262178,-6634.595323,-6634.595323,-6634.595323,0,0,0,1334793.06
01-05-2020,1343572.965,1064095.288,1607228.541,1343572.965,1343572.965,-7859.975923,-7859.975923,-7859.975923,-292.1125006,-292.1125006,-292.1125006,-7567.863422,-7567.863422,-7567.863422,0,0,0,1335712.989
02-05-2020,1343635.013,1047759.23,1580546.108,1343635.013,1343635.013,-20874.6532,-20874.6532,-20874.6532,-11988.13793,-11988.13793,-11988.13793,-8886.515266,-8886.515266,-8886.515266,0,0,0,1322760.36
03-05-2020,1343697.061,1062305.865,1611529.176,1343697.061,1343697.061,-12277.18665,-12277.18665,-12277.18665,-1693.699043,-1693.699043,-1693.699043,-10583.48761,-10583.48761,-10583.48761,0,0,0,1331419.874
04-05-2020,1343759.109,1094465.068,1621064.602,1343759.109,1343759.109,11088.11264,11088.11264,11088.11264,23730.6029,23730.6029,23730.6029,-12642.49026,-12642.49026,-12642.49026,0,0,0,1354847.222
05-05-2020,1343821.157,1047794.879,1592525.852,1343821.157,1343821.157,-24927.65203,-24927.65203,-24927.65203,-9889.707126,-9889.707126,-9889.707126,-15037.9449,-15037.9449,-15037.9449,0,0,0,1318893.505
06-05-2020,1343883.205,1045644.472,1603721.663,1343883.205,1343883.205,-15518.8579,-15518.8579,-15518.8579,2216.315886,2216.315886,2216.315886,-17735.17379,-17735.17379,-17735.17379,0,0,0,1328364.347
07-05-2020,1343945.253,1056398.276,1584454.088,1343945.253,1343945.253,-22774.10541,-22774.10541,-22774.10541,-2083.262178,-2083.262178,-2083.262178,-20690.84324,-20690.84324,-20690.84324,0,0,0,1321171.147
08-05-2020,1344007.301,1038356.293,1569263.308,1344007.301,1344007.301,-24145.77193,-24145.77193,-24145.77193,-292.1125006,-292.1125006,-292.1125006,-23853.65943,-23853.65943,-23853.65943,0,0,0,1319861.529
09-05-2020,1344069.349,1034987.836,1592006.201,1344069.349,1344069.349,-39153.44418,-39153.44418,-39153.44418,-11988.13793,-11988.13793,-11988.13793,-27165.30625,-27165.30625,-27165.30625,0,0,0,1304915.905
10-05-2020,1344131.397,1062583.145,1579376.286,1344131.397,1344131.397,-32255.30632,-32255.30632,-32255.30632,-1693.699043,-1693.699043,-1693.699043,-30561.60728,-30561.60728,-30561.60728,0,0,0,1311876.09
11-05-2020,1344193.445,1066180.228,1606692.043,1344193.445,1344193.445,-10243.2841,-10243.2841,-10243.2841,23730.6029,23730.6029,23730.6029,-33973.88699,-33973.88699,-33973.88699,0,0,0,1333950.161
12-05-2020,1344255.493,1026582.354,1549638.779,1344255.493,1344255.493,-47220.20644,-47220.20644,-47220.20644,-9889.707126,-9889.707126,-9889.707126,-37330.49932,-37330.49932,-37330.49932,0,0,0,1297035.286
13-05-2020,1344317.541,1034042.623,1567924.931,1344317.541,1344317.541,-38342.17024,-38342.17024,-38342.17024,2216.315886,2216.315886,2216.315886,-40558.48613,-40558.48613,-40558.48613,0,0,0,1305975.37
14-05-2020,1344379.589,1043515.497,1572782.759,1344379.589,1344379.589,-45668.58539,-45668.58539,-45668.58539,-2083.262178,-2083.262178,-2083.262178,-43585.32322,-43585.32322,-43585.32322,0,0,0,1298711.003
15-05-2020,1344441.637,1027570.789,1552389.63,1344441.637,1344441.637,-46632.82012,-46632.82012,-46632.82012,-292.1125006,-292.1125006,-292.1125006,-46340.70762,-46340.70762,-46340.70762,0,0,0,1297808.817
16-05-2020,1344503.685,1011994.471,1547683.009,1344503.685,1344503.685,-60746.47579,-60746.47579,-60746.47579,-11988.13793,-11988.13793,-11988.13793,-48758.33785,-48758.33785,-48758.33785,0,0,0,1283757.209
17-05-2020,1344565.733,1025540.977,1547691.575,1344565.733,1344565.733,-52471.33652,-52471.33652,-52471.33652,-1693.699043,-1693.699043,-1693.699043,-50777.63748,-50777.63748,-50777.63748,0,0,0,1292094.396
18-05-2020,1344627.781,1034632.548,1568175.978,1344627.781,1344627.781,-28614.77018,-28614.77018,-28614.77018,23730.6029,23730.6029,23730.6029,-52345.37308,-52345.37308,-52345.37308,0,0,0,1316013.01
19-05-2020,1344689.829,1018808.649,1526846.134,1344689.829,1344689.829,-63306.82645,-63306.82645,-63306.82645,-9889.707126,-9889.707126,-9889.707126,-53417.11933,-53417.11933,-53417.11933,0,0,0,1281383.002
20-05-2020,1344751.877,1032019.778,1543864.579,1344751.877,1344751.877,-51742.21165,-51742.21165,-51742.21165,2216.315886,2216.315886,2216.315886,-53958.52754,-53958.52754,-53958.52754,0,0,0,1293009.665
21-05-2020,1344813.924,1022037.929,1568565.813,1344813.924,1344813.924,-56029.62057,-56029.62057,-56029.62057,-2083.262178,-2083.262178,-2083.262178,-53946.35839,-53946.35839,-53946.35839,0,0,0,1288784.304
22-05-2020,1344875.972,1002747.866,1553398.268,1344875.972,1344875.972,-53661.35837,-53661.35837,-53661.35837,-292.1125006,-292.1125006,-292.1125006,-53369.24587,-53369.24587,-53369.24587,0,0,0,1291214.614
23-05-2020,1344938.02,1010227.854,1544845.701,1344938.02,1344938.02,-64216.30406,-64216.30406,-64216.30406,-11988.13793,-11988.13793,-11988.13793,-52228.16613,-52228.16613,-52228.16613,0,0,0,1280721.716
24-05-2020,1345000.068,1050367.709,1553326.099,1345000.068,1345000.068,-52230.29211,-52230.29211,-52230.29211,-1693.699043,-1693.699043,-1693.699043,-50536.59306,-50536.59306,-50536.59306,0,0,0,1292769.776
25-05-2020,1345062.116,1039791.117,1600312.066,1345062.116,1345062.116,-24589.72815,-24589.72815,-24589.72815,23730.6029,23730.6029,23730.6029,-48320.33105,-48320.33105,-48320.33105,0,0,0,1320472.388
26-05-2020,1345124.164,1017611.933,1566804.47,1345124.164,1345124.164,-55506.73115,-55506.73115,-55506.73115,-9889.707126,-9889.707126,-9889.707126,-45617.02403,-45617.02403,-45617.02403,0,0,0,1289617.433
27-05-2020,1345186.212,1031587.582,1535475.742,1345186.212,1345186.212,-40259.03371,-40259.03371,-40259.03371,2216.315886,2216.315886,2216.315886,-42475.3496,-42475.3496,-42475.3496,0,0,0,1304927.179
28-05-2020,1345248.26,1039585.675,1555693.27,1345248.26,1345248.26,-41037.17777,-41037.17777,-41037.17777,-2083.262178,-2083.262178,-2083.262178,-38953.9156,-38953.9156,-38953.9156,0,0,0,1304211.083
29-05-2020,1345310.308,1050572.904,1580954.734,1345310.308,1345310.308,-35411.99797,-35411.99797,-35411.99797,-292.1125006,-292.1125006,-292.1125006,-35119.88547,-35119.88547,-35119.88547,0,0,0,1309898.31
30-05-2020,1345372.356,1027883.749,1581427.95,1345372.356,1345372.356,-43035.50473,-43035.50473,-43035.50473,-11988.13793,-11988.13793,-11988.13793,-31047.36679,-31047.36679,-31047.36679,0,0,0,1302336.852
31-05-2020,1345434.404,1054862.439,1595493.401,1345434.404,1345434.404,-28509.3033,-28509.3033,-28509.3033,-1693.699043,-1693.699043,-1693.699043,-26815.60426,-26815.60426,-26815.60426,0,0,0,1316925.101
01-06-2020,1345496.452,1073953.544,1614497.351,1345496.452,1345496.452,1223.577996,1223.577996,1223.577996,23730.6029,23730.6029,23730.6029,-22507.0249,-22507.0249,-22507.0249,0,0,0,1346720.03
02-06-2020,1345558.5,1066313.343,1588148.335,1345558.5,1345558.5,-28094.89473,-28094.89473,-28094.89473,-9889.707126,-9889.707126,-9889.707126,-18205.1876,-18205.1876,-18205.1876,0,0,0,1317463.605
03-06-2020,1345620.548,1058353.053,1604123.316,1345620.548,1345620.548,-11776.37678,-11776.37678,-11776.37678,2216.315886,2216.315886,2216.315886,-13992.69266,-13992.69266,-13992.69266,0,0,0,1333844.171
04-06-2020,1345682.596,1083487.401,1584130.474,1345682.596,1345682.596,-12032.37076,-12032.37076,-12032.37076,-2083.262178,-2083.262178,-2083.262178,-9949.108586,-9949.108586,-9949.108586,0,0,0,1333650.225
05-06-2020,1345744.644,1066002.81,1612351.448,1345744.644,1345744.644,-6441.086135,-6441.086135,-6441.086135,-292.1125005,-292.1125005,-292.1125005,-6148.973634,-6148.973634,-6148.973634,0,0,0,1339303.558
06-06-2020,1345806.692,1065322.829,1616360.714,1345806.692,1345806.692,-14648.06576,-14648.06576,-14648.06576,-11988.13793,-11988.13793,-11988.13793,-2659.927828,-2659.927828,-2659.927828,0,0,0,1331158.626
07-06-2020,1345868.74,1082435.158,1599380.997,1345868.74,1345868.74,-1234.727132,-1234.727132,-1234.727132,-1693.699043,-1693.699043,-1693.699043,458.9719114,458.9719114,458.9719114,0,0,0,1344634.013
08-06-2020,1345930.788,1113344.258,1645887.908,1345930.788,1345930.788,26889.3086,26889.3086,26889.3086,23730.6029,23730.6029,23730.6029,3158.7057,3158.7057,3158.7057,0,0,0,1372820.097
09-06-2020,1345992.836,1071832.528,1612867.811,1345992.836,1345992.836,-4488.23504,-4488.23504,-4488.23504,-9889.707126,-9889.707126,-9889.707126,5401.472086,5401.472086,5401.472086,0,0,0,1341504.601
10-06-2020,1346054.878,1087978.435,1610159.865,1346054.878,1346054.878,9377.878661,9377.878661,9377.878661,2216.315886,2216.315886,2216.315886,7161.562775,7161.562775,7161.562775,0,0,0,1355432.757
11-06-2020,1346116.921,1069399.308,1623264.154,1346116.921,1346116.921,6342.642934,6342.642934,6342.642934,-2083.262178,-2083.262178,-2083.262178,8425.905113,8425.905113,8425.905113,0,0,0,1352459.564
12-06-2020,1346178.963,1088057.618,1637449.16,1346178.963,1346178.963,8902.143609,8902.143609,8902.143609,-292.1125006,-292.1125006,-292.1125006,9194.256109,9194.256109,9194.256109,0,0,0,1355081.107
13-06-2020,1346241.006,1067571.848,1594917.705,1346241.006,1346241.006,-2509.096213,-2509.096213,-2509.096213,-11988.13793,-11988.13793,-11988.13793,9479.041721,9479.041721,9479.041721,0,0,0,1343731.91
14-06-2020,1346303.048,1087343.945,1625075.969,1346303.048,1346303.048,7611.146252,7611.146252,7611.146252,-1693.699043,-1693.699043,-1693.699043,9304.845295,9304.845295,9304.845295,0,0,0,1353914.195
15-06-2020,1346365.091,1134270.96,1662758.554,1346365.091,1346365.091,32438.16215,32438.16215,32438.16215,23730.6029,23730.6029,23730.6029,8707.559251,8707.559251,8707.559251,0,0,0,1378803.253
16-06-2020,1346427.133,1086680.19,1608966.58,1346427.133,1346427.133,-2156.483239,-2156.483239,-2156.483239,-9889.707126,-9889.707126,-9889.707126,7733.223887,7733.223887,7733.223887,0,0,0,1344270.65
17-06-2020,1346489.176,1067478.793,1630565.699,1346489.176,1346489.176,8652.902331,8652.902331,8652.902331,2216.315886,2216.315886,2216.315886,6436.586446,6436.586446,6436.586446,0,0,0,1355142.078
18-06-2020,1346551.218,1069895.166,1617377.953,1346551.218,1346551.218,2796.15966,2796.15966,2796.15966,-2083.262178,-2083.262178,-2083.262178,4879.421838,4879.421838,4879.421838,0,0,0,1349347.378
19-06-2020,1346613.261,1084486.15,1633226.563,1346613.261,1346613.261,2836.551141,2836.551141,2836.551141,-292.1125006,-292.1125006,-292.1125006,3128.663641,3128.663641,3128.663641,0,0,0,1349449.812
20-06-2020,1346675.303,1068104.894,1609103.322,1346675.303,1346675.303,-10733.73823,-10733.73823,-10733.73823,-11988.13793,-11988.13793,-11988.13793,1254.399709,1254.399709,1254.399709,0,0,0,1335941.565
21-06-2020,1346737.346,1074056.607,1604467.73,1346737.346,1346737.346,-2365.908035,-2365.908035,-2365.908035,-1693.699043,-1693.699043,-1693.699043,-672.2089912,-672.2089912,-672.2089912,0,0,0,1344371.438
22-06-2020,1346799.388,1094805.579,1638483.046,1346799.388,1346799.388,21149.5777,21149.5777,21149.5777,23730.6029,23730.6029,23730.6029,-2581.025196,-2581.025196,-2581.025196,0,0,0,1367948.966
23-06-2020,1346861.431,1078105.116,1588788.444,1346861.431,1346861.431,-14294.69309,-14294.69309,-14294.69309,-9889.707126,-9889.707126,-9889.707126,-4404.985963,-4404.985963,-4404.985963,0,0,0,1332566.737
24-06-2020,1346923.473,1074314.22,1591625.533,1346923.473,1346923.473,-3865.730401,-3865.730401,-3865.730401,2216.315886,2216.315886,2216.315886,-6082.046287,-6082.046287,-6082.046287,0,0,0,1343057.743
25-06-2020,1346985.515,1082169.631,1619783.293,1346985.515,1346985.515,-9640.220028,-9640.220028,-9640.220028,-2083.262178,-2083.262178,-2083.262178,-7556.95785,-7556.95785,-7556.95785,0,0,0,1337345.295
26-06-2020,1347047.558,1085803.762,1605457.361,1347047.558,1347047.558,-9074.942123,-9074.942123,-9074.942123,-292.1125006,-292.1125006,-292.1125006,-8782.829622,-8782.829622,-8782.829622,0,0,0,1337972.616
27-06-2020,1347109.6,1059297.317,1597624.777,1347109.6,1347109.6,-21710.56126,-21710.56126,-21710.56126,-11988.13793,-11988.13793,-11988.13793,-9722.423325,-9722.423325,-9722.423325,0,0,0,1325399.039
28-06-2020,1347171.643,1062583.532,1607828.78,1347171.643,1347171.643,-12042.84348,-12042.84348,-12042.84348,-1693.699043,-1693.699043,-1693.699043,-10349.14443,-10349.14443,-10349.14443,0,0,0,1335128.799
29-06-2020,1347233.685,1099090.091,1617335.926,1347233.685,1347233.685,13082.90456,13082.90456,13082.90456,23730.6029,23730.6029,23730.6029,-10647.69834,-10647.69834,-10647.69834,0,0,0,1360316.59
30-06-2020,1347295.728,1054711.369,1575244.317,1347295.728,1347295.728,-20504.09829,-20504.09829,-20504.09829,-9889.707126,-9889.707126,-9889.707126,-10614.39117,-10614.39117,-10614.39117,0,0,0,1326791.629
